hE5MCgwa,6.222923994064331,smile_face,0,0,0

hE5MCgwa,7.106500864028931,smile_face,0,0,0

hE5MCgwa,10.440623044967651,smile_face,0,0,0

hE5MCgwa,12.095608949661255,smile_face,1,1,0

hE5MCgwa,12.65012502670288,smile_face,1,3,0

hE5MCgwa,13.371018886566162,smile_face,0,3,0

hE5MCgwa,13.802984952926636,smile_face,0,3,0

hE5MCgwa,14.064523935317993,smile_face,0,3,0

hE5MCgwa,14.783596992492676,smile_face,1,4,1

hE5MCgwa,15.139582872390747,smile_face,0,4,2

hE5MCgwa,18.553552865982056,smile_face,1,5,1

hE5MCgwa,23.589627027511597,smile_face,1,8,2

hE5MCgwa,28.72050404548645,smile_face,0,8,3

hE5MCgwa,33.26817083358765,smile_face,1,9,1

hE5MCgwa,36.018213987350464,smile_face,0,9,2

hE5MCgwa,39.43555188179016,smile_face,0,9,4

hE5MCgwa,39.49851703643799,smile_face,0,9,1

hE5MCgwa,39.65251684188843,smile_face,0,9,3

hE5MCgwa,39.72955393791199,smile_face,0,9,1

hE5MCgwa,39.82055592536926,smile_face,0,9,3

hE5MCgwa,40.048518896102905,smile_face,0,9,2

hE5MCgwa,40.14368486404419,smile_face,0,9,4

hE5MCgwa,40.26765704154968,smile_face,0,9,3

hE5MCgwa,40.30569791793823,smile_face,0,9,4

hE5MCgwa,40.640652894973755,smile_face,0,9,5

tyGgLfpT,2.0245800018310547,lighter_background,0,0,0

tyGgLfpT,2.93007493019104,lighter_background,1,1,1

tyGgLfpT,7.612138986587524,lighter_background,0,1,0

tyGgLfpT,7.628129005432129,lighter_background,0,1,0

tyGgLfpT,7.799125909805298,lighter_background,0,1,1

tyGgLfpT,7.816144943237305,lighter_background,0,1,0

tyGgLfpT,7.869123935699463,lighter_background,0,1,1

tyGgLfpT,7.889128923416138,lighter_background,0,1,0

tyGgLfpT,7.91615891456604,lighter_background,0,1,2

tyGgLfpT,8.004742860794067,lighter_background,1,2,0

tyGgLfpT,8.199740886688232,lighter_background,0,2,2

tyGgLfpT,8.215900897979736,lighter_background,0,2,1

tyGgLfpT,9.734936952590942,lighter_background,1,3,1

z4wiz20K,1.9132859706878662,sad_face,1,0,0

z4wiz20K,2.9222521781921387,sad_face,0,1,1

z4wiz20K,6.13112998008728,sad_face,1,1,0

z4wiz20K,9.022135019302368,sad_face,1,1,0

z4wiz20K,10.442135095596313,sad_face,1,1,0

z4wiz20K,11.365130186080933,sad_face,0,2,1

4i6BjYTf,0.5099339485168457,sound_fail,1,0,0

4i6BjYTf,1.137847900390625,sound_fail,1,0,1

4i6BjYTf,1.6188509464263916,sound_fail,0,1,2

4i6BjYTf,2.733381986618042,sound_fail,1,1,3

4Dg7t23v,15.150836944580078,smile_face,0,0,0
4Dg7t23v,17.152806997299194,smile_face,0,0,0
4Dg7t23v,17.209645986557007,smile_face,0,0,0
4Dg7t23v,17.25910186767578,smile_face,1,1,0
4Dg7t23v,17.458147048950195,smile_face,1,2,1
4Dg7t23v,17.531116008758545,smile_face,0,2,0
4Dg7t23v,17.688035011291504,smile_face,0,2,1
4Dg7t23v,17.863035917282104,smile_face,1,3,2
4Dg7t23v,18.081065893173218,smile_face,1,5,1
4Dg7t23v,18.104066848754883,smile_face,0,5,2
4Dg7t23v,18.248689889907837,smile_face,1,7,3
4Dg7t23v,19.94657301902771,smile_face,0,7,4
BXnRAcZ-,0.361220121383667,smile_face,0,0,0
BXnRAcZ-,0.8353900909423828,smile_face,1,1,1
BXnRAcZ-,5.3899970054626465,smile_face,0,1,0
BXnRAcZ-,5.494992017745972,smile_face,0,1,2
BXnRAcZ-,5.667961120605469,smile_face,0,1,0
BXnRAcZ-,7.795087099075317,smile_face,1,2,0
9dNCbVj-,1.3403358459472656,smile_face,0,0,0
9dNCbVj-,1.6783368587493896,smile_face,0,0,1
9dNCbVj-,2.34424090385437,smile_face,1,1,2
